,session,model_args,model_stats
92,93,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9375}"
93,94,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9464285714285714}"
94,95,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9732142857142857}"
95,96,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9553571428571429}"
96,97,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9375}"
97,98,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9642857142857143}"
98,99,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9642857142857143}"
99,100,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9285714285714286}"
100,101,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.96}"
101,102,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
102,103,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
103,104,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9533333333333334}"
104,105,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
105,106,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
106,107,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.94}"
107,108,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
108,109,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
109,110,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
110,111,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
111,112,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.94}"
112,113,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{}', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.92}"
113,114,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': ""{'Name': {'Iris-setosa':0, 'Iris-versicolor':1, 'Iris-virginica':2}}"", 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9533333333333334}"
114,115,"{'train_type': 'c', 'input_file': 'data/iris.csv', 'project_folder': 'output/iris_project', 'target_col': 'Name', 'scaler': 'StandardScaler', 'test': 'True', 'auto_tune': 'False', 'save_test_chart': 'True', 'save_test_csv': 'False', 'save_metadata': 'True', 'mapping': '{                                                                    }', 'ordinal': None, 'save_auto_tune': 'True', 'auto_tune_iter': '1000', 'train_cols': None, 'num_of_class': '3', 'ignore_cols': None, 'random_state': 'None', 'model_type': 'RF', 'num_of_features': 10, 'num_of_folds': 5, 'hyperparameter_file': None, 'feature_selection': None, 'feature_selection_file': None, 'save_corr_report': 'False', 'save_corr_chart': 'False', 'only_pcc': 'False', 'net_fast_tune': 'False', 'net_layer_n': 'Tune', 'net_structure': 'Tune', 'net_dropout': 'Tune', 'net_l_2': 'Tune', 'net_learning_rate': 'Tune', 'net_epochs': 'Tune', 'net_batch_size': 'Tune', 'net_neuron_max': -1, 'net_batch_size_max': 5, 'net_layer_min': 3, 'net_layer_max': 5, 'net_dropout_max': 0.2, 'net_default_neuron_max': 32, 'net_checkpoint': 'True'}","{'MAE': None, 'R2': None, 'Accuracy': 0.9466666666666667}"
